Plant ID Alpha,Plant ID Numeric,Band #,Date,start_date,leaf_age_,Volume,Color,Dead,ants,spiders,beetle,other prey,Mosquito,Stage 1,Stage 2,Stage 3,Stage 4,Midges,Snot,Mites,Rotifers,Bodo,Colpoda,Chrysomonads,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,3/7/2004,2/20/2004,16,2,milky,8,8,0,0,,0,0,0,0,0,0,0,3,0,21H,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,3/21/2004,2/20/2004,30,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,4/4/2004,2/20/2004,44,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,4/18/2004,2/20/2004,58,0.1,cloudy,0,0,0,0,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,4/30/2004,2/20/2004,70,3,cloudy,1,1,0,0,,2,0,0,2,0,1,0,0,1,626,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,5/13/2004,2/20/2004,83,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,6/1/2004,2/20/2004,102,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,6/15/2004,2/20/2004,116,1.5,clear,0,0,0,0,,0,0,0,0,0,0,0,0,30,318,3,6,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,6/29/2004,2/20/2004,130,0.5,clear,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
B,6,1,7/14/2004,2/20/2004,145,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,9/8/2004,9/8/2004,0,14.5,milky,176,176,0,0,,104,100,4,0,0,11,0,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,9/22/2004,9/8/2004,14,32,milky,95,95,0,0,,61,1,12,25,23,7,0,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,10/6/2004,9/8/2004,28,32,lt milk,0,0,0,0,,64,2,7,30,25,15,0,81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,10/20/2004,9/8/2004,42,35,clear,0,0,0,0,,43,2,4,16,21,6,0,68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,11/3/2004,9/8/2004,56,28,clear,0,0,0,0,,38,1,2,27,8,5,0,25,2,0,0,8,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,11/17/2004,9/8/2004,70,26,clear,0,0,0,0,,36,0,1,13,22,8,0,28,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,12/1/2004,9/8/2004,84,35,tan,0,0,0,0,,27,0,2,10,15,11,0,0,5,660,0,574,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,12/15/2004,9/8/2004,98,30,tan,0,0,0,0,,26,0,1,11,14,15,0,0,2,100,7,630,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,12/29/2004,9/8/2004,112,35,tan,0,0,0,0,,14,0,0,2,12,31,0,5,0,1230,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,1/10/2005,9/8/2004,124,30,tan,1,1,0,0,,20,0,0,4,16,30,0,50,2,332,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,1/26/2005,9/8/2004,140,30,tan,"0, 1 fly",0,0,0,fly,14,0,0,2,12,31,0,8,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,2/9/2005,9/8/2004,154,29,tan,0,0,0,0,,14,0,0,2,12,63,0,0,1,53,0,3,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,2/23/2005,9/8/2004,168,24.5,lt brown,0,0,0,0,,10,0,0,1,9,30,0,5,2,38,0,7,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,3/9/2005,9/8/2004,182,35,clear,1,1,0,0,,10,0,0,3,7,15,0,4,2,0,0,40,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,3/23/2005,9/8/2004,196,34,clear,0,0,0,0,,9,0,0,1,8,23,0,0,2,15,1,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,4/6/2005,9/8/2004,210,30,clear,0,0,0,0,,5,0,0,0,5,16,0,5,2,27,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,4/20/2005,9/8/2004,224,25,clear,0,0,0,0,,5,0,0,0,5,14,0,1,0,0,4,116,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,5/4/2005,9/8/2004,238,32.5,clear,0,0,0,0,,3,0,0,0,3,9,0,0,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,5/18/2005,9/8/2004,252,27,clear,0,0,0,0,,3,0,0,0,3,29,0,1,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,6/1/2005,9/8/2004,266,24,clear,0,0,0,0,,6,4,0,0,2,4,0,1,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,6/15/2005,9/8/2004,280,28.5,clear,0,0,0,0,,5,3,0,0,2,4,0,0,0,32,0,4,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,6/30/2005,9/8/2004,295,26,clear,0,0,0,0,,6,4,0,0,2,4,0,0,2,0,0,18,,,,,,,,,,,,,,,,,,,,,,,
B,7,263 N,7/13/2005,9/8/2004,308,28.5,clear,0,0,0,0,,7,1,4,0,2,0,0,0,0,9,0,8,,,,,,,,,,,,,,,,,,,,,,,
B,10,1321,10/6/2004,10/6/2004,0,0.5,clear,0,0,0,0,,3,3,0,0,0,0,0,?,"no sample for protozoa, but yes for bacteria",,,,,,,,,,,,,,,,,,,,,,,,,,
B,10,1321,10/20/2004,10/6/2004,14,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,8/11/2004,8/11/2004,0,6.5,clear,1 sm leafhopper,0,0,0,sm leafhopper,29,29,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,8/25/2004,8/11/2004,14,12.5,milkish,53,53,0,0,,19,1,4,13,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,9/8/2004,8/11/2004,28,14,clear,13,13,0,0,,27,6,2,10,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,9/22/2004,8/11/2004,42,11,milky,10,10,0,0,,20,2,3,3,12,5,0,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,10/6/2004,8/11/2004,56,8,tan,4,4,0,0,,15,1,2,3,9,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,10/20/2004,8/11/2004,70,5,tan,0,0,0,0,,12,0,2,5,5,1,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,11/3/2004,8/11/2004,84,5,tan,0,0,0,0,,6,0,1,1,4,1,0,0,8,25,0,1,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,11/17/2004,8/11/2004,98,7,tan,0,0,0,0,,5,0,1,1,3,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,12/1/2004,8/11/2004,112,3.5,tan,0,0,0,0,,2,0,0,0,2,4,0,0,4,2,0,3,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,12/15/2004,8/11/2004,126,3.5,tan,0,0,0,0,,2,0,0,1,1,6,0,0,2,0,0,271,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,12/29/2004,8/11/2004,140,3.5,clear,0,0,0,0,,2,0,1,0,1,6,0,0,4,0,0,1278,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,1/10/2005,8/11/2004,152,2.5,clear,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,227,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,1/26/2005,8/11/2004,168,3,clear,0,0,0,0,,0,0,0,0,0,3,0,0,0,2,0,278,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,2/9/2005,8/11/2004,182,3.5,clear,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,320,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,2/23/2005,8/11/2004,196,3,clear,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,350,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,3/9/2005,8/11/2004,210,2.5,clear,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,372,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,3/23/2005,8/11/2004,224,2.5,clear,0,0,0,0,,0,0,0,0,0,2,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,4/6/2005,8/11/2004,238,1,clear,0,0,0,0,,0,0,0,0,0,2,0,0,4,38,47,33,,,,,,,,,,,,,,,,,,,,,,,
C,5,711,4/20/2005,8/11/2004,252,>0.01,clear,0,0,0,0,,0,0,0,0,0,1,0,0,4,0,0,9,,,,,,,,,,,,,,,,,,,,,,,
C,6,105,5/13/2004,5/13/2004,0,< 0.5,,0,0,0,0,,7,7,0,0,0,0,0,0,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,6,105,6/1/2004,5/13/2004,19,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,6,105,6/15/2004,5/13/2004,33,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,4/18/2004,4/18/2004,0,2,clear,0,0,0,0,,5,0,5,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,4/30/2004,4/18/2004,12,17.5,milky,1,1,0,0,,19,0,16,3,0,3,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,5/13/2004,4/18/2004,25,9,brown,98,98,0,0,,26,14,2,0,10,4,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,6/1/2004,4/18/2004,44,1,red,16,16,0,0,,6,0,4,1,1,0,0,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,6/15/2004,4/18/2004,58,11,light tan,4,4,0,0,,15,1,1,4,9,0,0,63,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,6/29/2004,4/18/2004,72,27.5,"milky, tan",0,0,0,0,,13,6,0,1,6,1,0,50,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,7/14/2004,4/18/2004,87,23,milky,0,0,0,0,,1,0,0,1,0,1,0,100,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,7/27/2004,4/18/2004,100,13.5,clear,0,0,0,0,,3,1,1,0,1,4,0,10,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,8/11/2004,4/18/2004,115,15,clear,0,0,0,0,,1,0,0,0,1,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,8/25/2004,4/18/2004,129,12,clear,0,0,0,0,,2,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,9/8/2004,4/18/2004,143,10,clear,0,0,0,0,,2,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,9/22/2004,4/18/2004,157,1,tan,0,0,0,0,,1,0,0,0,1,1,0,0,28,0,0,6,,,,,,,,,,,,,,,,,,,,,,,
C,8,7,10/6/2004,4/18/2004,171,0,,,0,0,0,,0,,,,,,,,no sample,,,,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,7/14/2004,7/14/2004,0,4,milky,0,0,0,0,,38,35,3,0,0,2,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,7/27/2004,7/14/2004,13,20,milky,29,29,0,0,,11,0,0,5,6,4,0,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,8/11/2004,7/14/2004,28,3.5,clear,0,0,0,0,,20,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,8/25/2004,7/14/2004,42,4,lt. milk,79,79,0,0,,16,0,3,12,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,9/8/2004,7/14/2004,56,25.5,clear,0,0,0,0,,14,4,1,6,3,3,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,9/22/2004,7/14/2004,70,22,clear,0,0,0,0,,14,3,4,5,2,1,0,12,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,10/6/2004,7/14/2004,84,23,clear,0,0,0,0,,9,4,2,1,2,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,10/20/2004,7/14/2004,98,26,clear,0,0,0,0,,8,2,2,2,2,2,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,11/3/2004,7/14/2004,112,22,clear,0,0,0,0,,6,0,1,4,1,4,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,11/17/2004,7/14/2004,126,21.5,clear,0,0,0,0,,2,0,0,2,0,6,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,12/1/2004,7/14/2004,140,24,clear,0,0,0,0,,2,0,0,2,0,1,0,0,5,0,0,31,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,12/15/2004,7/14/2004,154,20,clear,0,0,0,0,,2,0,0,2,0,0,0,0,0,74,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,12/29/2004,7/14/2004,168,22,clear,1,1,0,0,,1,0,0,1,0,7,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,1/10/2005,7/14/2004,180,19,clear,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,330,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,1/26/2005,7/14/2004,196,18,clear,1,1,0,0,,0,0,0,0,0,6,0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,2/9/2005,7/14/2004,210,18,clear,"0, 1 fly",0,0,0,,0,0,0,0,0,3,0,0,0,2,0,208,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,2/23/2005,7/14/2004,224,15,clear,"1, 1 fly",1,0,0,,0,0,0,0,0,5,0,0,0,0,0,326,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,3/9/2005,7/14/2004,238,17,clear,0,0,0,0,,0,0,0,0,0,9,0,0,1,0,0,44,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,3/23/2005,7/14/2004,252,16,clear,0,0,0,0,,0,0,0,0,0,6,0,0,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,4/6/2005,7/14/2004,266,15,clear,0,0,0,0,,0,0,0,0,0,15,0,0,6,102,0,6,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,4/20/2005,7/14/2004,280,11.5,clear,0,0,0,0,,2,1,1,0,0,5,0,0,0,0,12,31,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,5/4/2005,7/14/2004,294,15,clear,0,0,0,0,,3,1,1,1,0,3,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,5/18/2005,7/14/2004,308,15,clear,0,0,0,0,,5,1,2,1,1,8,0,0,0,52,19,39,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,6/1/2005,7/14/2004,322,10,clear,0,0,0,0,,8,5,1,1,1,1,0,0,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,6/15/2005,7/14/2004,336,15,clear,1,1,0,0,,5,2,1,1,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,6/30/2005,7/14/2004,351,14,clear,0,0,0,0,,8,5,1,1,1,0,0,0,1,24,0,37,,,,,,,,,,,,,,,,,,,,,,,
C,8,601,7/13/2005,7/14/2004,364,12,lt milk,0,0,0,0,,3,0,1,2,0,0,0,0,0,55,0,69,,,,,,,,,,,,,,,,,,,,,,,
C,16,1692,12/1/2004,12/1/2004,0,4.5,lt milk,2,2,0,0,,3,0,2,1,0,15,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,16,1692,12/15/2004,12/1/2004,14,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
C,16,1692,12/29/2004,12/1/2004,28,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,8/11/2004,8/11/2004,0,20,lt. milky,1,1,0,0,,12,3,0,2,7,3,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,8/25/2004,8/11/2004,14,23,clear,0,0,0,0,,15,5,3,2,5,2,0,150,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,9/8/2004,8/11/2004,28,5,tan,"0, 1 wasp",0,0,0,,15,5,2,1,7,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,9/22/2004,8/11/2004,42,5,tan,0,0,0,0,,12,1,1,2,8,1,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,10/6/2004,8/11/2004,56,1,clear,0,0,0,0,,1,0,0,0,1,2,0,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,10/20/2004,8/11/2004,70,2,lt green,0,0,0,0,,0,0,0,0,0,2,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,11/3/2004,8/11/2004,84,1.5,clear,"0, 1 spider",0,1,0,,0,0,0,0,0,8,0,0,0,0,0,324,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,11/17/2004,8/11/2004,98,1.5,tan,0,0,0,0,,0,0,0,0,0,2,0,0,1,0,1,6600,,,,,,,,,,,,,,,,,,,,,,,
D,8,701,12/1/2004,8/11/2004,112,2,tan,0,0,0,0,,0,0,0,0,0,7,0,0,1,194,0,684,,,,,,,,,,,,,,,,,,,,,,,
